"Ukazatel","Typ údaje","Území","CZ-COICOP","Měsíce","Hodnota"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","leden 2018","108"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","únor 2018","108.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","březen 2018","108.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","duben 2018","109.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","květen 2018","110.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","červen 2018","110.6"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","červenec 2018","110.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","srpen 2018","111.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","září 2018","110.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","říjen 2018","110.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","listopad 2018","110.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","prosinec 2018","110.6"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","leden 2019","111.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","únor 2019","112"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","březen 2019","112.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","duben 2019","113.6"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","květen 2019","114.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","červen 2019","114.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","červenec 2019","114.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","srpen 2019","114.6"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","září 2019","114.6"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","říjen 2019","114.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","listopad 2019","113.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","prosinec 2019","113.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","leden 2020","113.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","únor 2020","114.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","březen 2020","114.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","duben 2020","115.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","květen 2020","116.6"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","červen 2020","117.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","červenec 2020","117.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","srpen 2020","117.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","září 2020","118.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","říjen 2020","118"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","listopad 2020","117.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","prosinec 2020","116.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","leden 2021","118.4"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","únor 2021","118.6"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","březen 2021","119"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","duben 2021","119.4"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","květen 2021","120.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","červen 2021","121.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","červenec 2021","121.4"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","srpen 2021","121.4"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","září 2021","121.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","říjen 2021","121.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","listopad 2021","122.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","prosinec 2021","122.4"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","leden 2022","125.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","únor 2022","126.6"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","březen 2022","128.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","duben 2022","128.6"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","květen 2022","130.4"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","červen 2022","131.6"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","červenec 2022","132.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","srpen 2022","132.4"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","září 2022","131.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","říjen 2022","132.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","listopad 2022","134.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","prosinec 2022","134.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","leden 2023","137.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","únor 2023","138.6"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","březen 2023","140.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","duben 2023","141.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","květen 2023","143.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","červen 2023","143.6"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","červenec 2023","144.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","srpen 2023","144.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","září 2023","143.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","říjen 2023","144.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","listopad 2023","142.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","prosinec 2023","143.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","leden 2024","144.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","únor 2024","145.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","březen 2024","146.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","duben 2024","147.6"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","květen 2024","149.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","červen 2024","149.4"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","červenec 2024","150.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","srpen 2024","150.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","září 2024","149.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","říjen 2024","149.6"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","listopad 2024","149.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","prosinec 2024","148.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","leden 2025","150.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Zdraví","únor 2025","151.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","leden 2000","88"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","únor 2000","88.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","březen 2000","90.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","duben 2000","90.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","květen 2000","92.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","červen 2000","95.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","červenec 2000","95.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","srpen 2000","95.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","září 2000","95.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","říjen 2000","95.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","listopad 2000","95.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","prosinec 2000","94.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","leden 2001","92.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","únor 2001","92.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","březen 2001","92.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","duben 2001","93.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","květen 2001","95.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","červen 2001","96.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","červenec 2001","95.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","srpen 2001","95.4"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","září 2001","95.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","říjen 2001","94.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","listopad 2001","93.4"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","prosinec 2001","91.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","leden 2002","91.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","únor 2002","91.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","březen 2002","92.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","duben 2002","93.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","květen 2002","93.6"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","červen 2002","93.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","červenec 2002","92.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","srpen 2002","92.6"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","září 2002","93.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","říjen 2002","93.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","listopad 2002","93.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","prosinec 2002","92.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","leden 2003","93.4"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","únor 2003","93.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","březen 2003","94.4"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","duben 2003","94.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","květen 2003","93.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","červen 2003","92.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","červenec 2003","92.6"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","srpen 2003","92.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","září 2003","93.4"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","říjen 2003","93.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","listopad 2003","92.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","prosinec 2003","92.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","leden 2004","94.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","únor 2004","94.6"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","březen 2004","95.6"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","duben 2004","95.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","květen 2004","97.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","červen 2004","96.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","červenec 2004","96.6"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","srpen 2004","96.6"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","září 2004","95.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","říjen 2004","96.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","listopad 2004","96.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","prosinec 2004","94.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","leden 2005","93.4"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","únor 2005","93.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","březen 2005","93.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","duben 2005","96.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","květen 2005","96.6"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","červen 2005","97.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","červenec 2005","99.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","srpen 2005","99.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","září 2005","103.4"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","říjen 2005","102.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","listopad 2005","100.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","prosinec 2005","98.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","leden 2006","98"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","únor 2006","98.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","březen 2006","98"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","duben 2006","99.6"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","květen 2006","100.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","červen 2006","100.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","červenec 2006","101.6"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","srpen 2006","102"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","září 2006","100.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","říjen 2006","98.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","listopad 2006","97.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","prosinec 2006","97.6"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","leden 2007","97"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","únor 2007","96.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","březen 2007","97.4"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","duben 2007","98.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","květen 2007","100.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","červen 2007","100.6"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","červenec 2007","100.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","srpen 2007","100.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","září 2007","100.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","říjen 2007","100.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","listopad 2007","101.6"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","prosinec 2007","102.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","leden 2008","103.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","únor 2008","103.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","březen 2008","103.4"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","duben 2008","103.4"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","květen 2008","104.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","červen 2008","105.4"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","červenec 2008","105.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","srpen 2008","103.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","září 2008","103.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","říjen 2008","99.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","listopad 2008","96.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","prosinec 2008","93"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","leden 2009","92.6"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","únor 2009","93.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","březen 2009","94.4"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","duben 2009","95.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","květen 2009","96.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","červen 2009","97.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","červenec 2009","97.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","srpen 2009","97.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","září 2009","97.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","říjen 2009","96.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","listopad 2009","97.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","prosinec 2009","96.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","leden 2010","98.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","únor 2010","97.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","březen 2010","98.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","duben 2010","99.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","květen 2010","99.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","červen 2010","99.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","červenec 2010","99.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","srpen 2010","98.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","září 2010","98.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","říjen 2010","97.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","listopad 2010","97.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","prosinec 2010","99.4"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","leden 2011","100.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","únor 2011","100.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","březen 2011","100.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","duben 2011","101.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","květen 2011","101.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","červen 2011","101.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","červenec 2011","101.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","srpen 2011","101.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","září 2011","101.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","říjen 2011","101.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","listopad 2011","101.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","prosinec 2011","102.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","leden 2012","103.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","únor 2012","104.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Doprava","březen 2012","105"
